"","timestamp","me_identifico","edad","estoy_trabajando_en","donde_estas_trabajando","anos_de_experiencia","anos_en_la_empresa_actual","anos_en_el_puesto_actual","gente_a_cargo","nivel_de_estudios_alcanzado","estado","carrera","universidad","realizaste_cursos_de_especializacion","contribuis_a_proyectos_open_source","programas_como_hobbie","trabajo_de","plataformas","lenguajes_de_programacion","frameworksherramientas_y_librerias","bases_de_datos","qa_testing","ides","que_so_usas_en_tu_laptoppc_para_trabajar","y_en_tu_celular","tenes_guardias","cuanto_cobras_por_guardia","porcentajebruto_o_neto","tipo_de_contrato","salario_bruto","salario_neto","que_tan_conforme_estas_con_tu_sueldo","como_crees_que_esta_tu_sueldo_con_respecto_al_ultimo_semestre","recibis_algun_tipo_de_bono","a_que_esta_atado_el_bono","tuviste_ajustes_por_inflacion_en_2019","de_que_fue_el_ajuste_total","en_que_mes_fue_el_ultimo_ajuste","sufriste_o_presenciaste_situaciones_de_violencia_laboral","orientacion_sexual","tenes_algun_tipo_de_discapacidad","sentis_que_esto_te_dificulto_el_conseguir_trabajo","a_que_eventos_de_tecnologia_asististe_en_el_ultimo_ano","sos_miembro_de_alguna_comunidad_it","cantidad_de_empleados","actividad_principal","la_recomendas_como_un_buen_lugar_para_trabajar","como_calificas_las_politicas_de_diversidad_e_inclusion","a_cuantos_kilometros_de_tu_casa_queda_la_oficina","beneficios_extra","habias_respondido_nuestra_encuesta_en_ediciones_anteriores","cuales_consideras_que_son_las_mejores_empresas_de_it_para_trabajar_en_este_momentoen_tu_ciudad"
"157","12/26/2019 16:44:00","Hombre",21,"Argentina","Córdoba",2,0,2,0,"Universitario","En curso","Licenciatura en Ciencias de la Computación","UNC - Universidad Nacional de Córdoba","Sí, de forma particular","Sí","Sí","Data Scientist / Data Engineer","Amazon Web Services, Docker","Python","Flask, Spark, TensorFlow","Apache Hive, ElasticSearch, Teradata",NA,"Coda, IPython / Jupyter, Visual Studio Code","macOS","Android","Sí, pasiva",0,"Neto","Full-Time",82000,65000,4,4,"Menos de un sueldo","Mix de las anteriores","Tres",50,10,"Jamás","Homosexual",NA,NA,"Pydata, PyconAR, Webconf, BigDataWeek",NA,"5001-10000","Producto basado en Software",10,10,9,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Viáticos, WFH (Trabajar desde casa)","No",NA
"158","12/11/2019 11:45:39","Hombre",37,"Argentina","Ciudad Autónoma de Buenos Aires",14,4,4,0,"Universitario","Incompleto","Ingeniería en Computación","UNTREF - Universidad Nacional de Tres de Febrero","Sí, de forma particular, Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","Linux, Windows Server","Bash/Shell, HTML, Javascript, SQL",NA,"IBM Db2, Oracle",NA,"Notepad++","Windows","Android","Sí, pasiva",0,"Bruto","Full-Time",71500,59170,3,3,"No","No recibo bono","Dos",45,9,"En un trabajo anterior","Heterosexual",NA,"No",NA,NA,"501-1000","Servicios / Consultoría de Software / Digital",6,6,20,"Abono de celular y/o Internet","No",NA
"159","1/31/2020 22:13:30","Hombre",30,"Argentina","Ciudad Autónoma de Buenos Aires",10,7,2,0,"Secundario","Completado",NA,NA,"Sí, de forma particular","Sí","Sí","BI Analyst / Data Analyst","Heroku, Linux, Windows Server","C, CSS, HTML, Javascript, Python, SQL","Django, Flask, jQuery, Node.js, Vue.js","Amazon DynamoDB, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, PostgreSQL",NA,"Sublime Text, Vim","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",70000,58000,4,2,"No","No recibo bono","Uno",15,12,"En mi trabajo actual","Heterosexual",NA,NA,NA,NA,"10001+","Otras industrias",7,6,2,"Ninguna de las anteriores","No",NA
"160","12/12/2019 8:59:29","Hombre",32,"Argentina","Ciudad Autónoma de Buenos Aires",3,3,3,0,"Universitario","Incompleto","Ingeniería en Sistemas de Información","UAI - Universidad Abierta Interamericana","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer","Linux, Windows Server","Bash/Shell, Python, SQL","Hadoop","Apache Hive, ElasticSearch, MariaDB, MSSQL, MySQL, Neo4j, Oracle, SQLite, Sybase, Teradata","Selenium","Notepad++, Vi, Visual Studio Code","Windows","Android","Sí, pasiva",0,"Bruto","Full-Time",70000,60000,2,2,"No","No recibo bono","Dos",30,12,"Jamás","Heterosexual",NA,NA,"Ibm cloud",NA,"101-200","Servicios / Consultoría de Software / Digital",8,10,16,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","Sí","Globant"
"161","2/1/2020 17:00:34","Hombre",26,"Argentina","Ciudad Autónoma de Buenos Aires",2,1,1,0,"Universitario","Completado","Ingeniería en Computación","UNT - Universidad Nacional de Tucumán","Sí, de forma particular","No","No","Data Scientist / Data Engineer","Amazon Web Services, Docker","Go, Python, SQL","Spark","MySQL, Teradata",NA,"IPython / Jupyter, Visual Studio Code","macOS","Android","Sí, pasiva",0,"Porcentaje de mi sueldo","Full-Time",70000,58000,3,3,"De uno a tres sueldos","Mix de las anteriores","Tres",50,10,"Jamás","Heterosexual",NA,"No",NA,NA,"5001-10000","Producto basado en Software",8,5,20,"Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Masajes","No","Auth0"
"162","1/17/2020 15:36:02","Hombre",29,"Argentina","Ciudad Autónoma de Buenos Aires",4,1,0,0,"Universitario","Completado","Licenciatura en Química","UNLP - Universidad Nacional de La Plata","Sí, de forma particular, Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst",NA,"SQL",NA,NA,NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",68555,55700,3,3,"No","No recibo bono","Más de tres",52,10,"Jamás","Homosexual",NA,"No",NA,NA,"201-500","Servicios / Consultoría de Software / Digital",9,8,12,"Capacitaciones y/o cursos, Gimnasios gratuitos / subvencionados, Guardería, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)","No","Wolox, Globant, Medallia, 10Pines"
"163","2/2/2020 20:25:18","Mujer",26,"Argentina","Ciudad Autónoma de Buenos Aires",4,0,0,0,"Universitario","Incompleto","Ingeniería en Informática","UNLaM - Universidad Nacional de La Matanza","No","No","No","BI Analyst / Data Analyst","Google Cloud Platform/App Engine, Windows Server","Bash/Shell, Javascript, SQL",NA,"Google Cloud Storage",NA,"Notepad++","Windows","Android","Sí, pasiva",0,"Porcentaje de mi sueldo","Full-Time",68000,57500,3,3,"No","No recibo bono","Dos",18,10,"En un trabajo anterior","Bisexual o queer",NA,NA,NA,NA,"201-500","Otras industrias",8,10,1,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas","Sí",NA
"164","1/31/2020 8:33:56","Hombre",33,"Argentina","Ciudad Autónoma de Buenos Aires",13,5,5,0,"Terciario","Completado","Licenciatura en Análisis de Sistemas","ITBA - Instituto Tecnológico de Buenos Aires","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer","Windows Server",".NET, PHP, VBA",".NET Core","MSSQL, Neo4j, SQLite",NA,"Notepad++, Visual Studio, Visual Studio Code","Windows","Android","No",0,"Neto","Full-Time",68000,55000,3,2,"No","No recibo bono","No",0,0,NA,NA,NA,NA,NA,NA,"201-500","Producto basado en Software",4,5,13,"Ninguna de las anteriores","No",NA
"165","1/31/2020 8:53:08","Hombre",28,"Argentina","Ciudad Autónoma de Buenos Aires",0,0,0,0,"Posgrado","En curso","Licenciatura en Marketing","UADE - Universidad Argentina De la Empresa","No","No","Sí","Data Scientist / Data Engineer","Google Cloud Platform/App Engine","Python, R, SQL",NA,"Google Cloud Storage",NA,"IPython / Jupyter","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",67200,57000,4,3,"No","No recibo bono","Uno",12,12,"Jamás","Heterosexual",NA,NA,NA,NA,"1-10","Servicios / Consultoría de Software / Digital",10,10,4,"Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","No",NA
"166","1/28/2020 9:49:19","Hombre",43,"Argentina","Ciudad Autónoma de Buenos Aires",1,1,1,0,"Posgrado","Completado","Ingeniería Electrónica","Universidad nacional de Colombia","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer","Amazon Web Services, Linux","Bash/Shell, Python, SQL","Hadoop, Spark","Apache Hive, Teradata",NA,"IPython / Jupyter, Vi, Visual Studio Code","GNU/Linux","Android","No",0,"Porcentaje de mi sueldo","Full-Time",66070,54838,3,3,"De uno a tres sueldos","Performance de la compañía","Tres",45,12,"Jamás","Heterosexual","Visual","No",NA,NA,"10001+","Otras industrias",9,9,7,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Stock options / RSUs, WFH (Trabajar desde casa)","Sí","Mercado libre, Telefónica"
"167","12/17/2019 10:00:29","Hombre",43,"Argentina","Ciudad Autónoma de Buenos Aires",2,2,2,0,"Posgrado","Completado","Ingeniería Electrónica","Universidad nacional de  Colombia","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer","Linux","Bash/Shell, Python","Spark","Apache Hive, Teradata",NA,"IPython / Jupyter, Vi, Vim, Visual Studio Code","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",66000,54000,3,3,"De uno a tres sueldos","Mix de las anteriores","Tres",45,12,"En un trabajo anterior","Heterosexual",NA,"No",NA,NA,"5001-10000","Otras industrias",9,9,7,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Guardería, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Stock options / RSUs, WFH (Trabajar desde casa)","Sí","Telefónica,  mercado libre"
"168","1/30/2020 12:07:15","Hombre",25,"Argentina","Ciudad Autónoma de Buenos Aires",3,3,1,1,"Universitario","En curso","Ingeniería en Sistemas de Información","UCAECE - Centro de Altos Estudios en Ciencias Exactas","Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","Windows Server","SQL",NA,"Teradata",NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Tercerizado (trabajo a través de consultora o agencia)",65000,54000,2,1,"Un sueldo","Performance individual","No",0,0,"Jamás","Heterosexual",NA,"No",NA,NA,"11-50","Producto basado en Software",6,9,10,"Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)","No",NA
"169","12/28/2019 12:24:07","Hombre",33,"Argentina","Ciudad Autónoma de Buenos Aires",13,0,0,0,"Universitario","En curso","Analista de Sistemas","UK - Universidad Kennedy","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer","Azure, Linux","Clojure, Python, SQL","Flask, Flutter","IBM Db2, MSSQL","Postman, Selenium","Visual Studio Code","Windows","Android","No",0,"Porcentaje de mi sueldo","Tercerizado (trabajo a través de consultora o agencia)",65000,53000,2,1,"No","No recibo bono","No",0,0,"Jamás","Heterosexual","Visual","No","Pycon","Pycon","101-200","Otras industrias",3,3,30,"Ninguna de las anteriores","Sí","No hay en mí ciudad"
"170","2/1/2020 10:39:03","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",3,3,2,0,"Terciario","En curso","Diseño Multimedial","Escuela Da Vinci","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Amazon Web Services","HTML, Python, SQL",NA,"MySQL, Teradata","Selenium",NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",65000,58000,4,2,"Un sueldo","Mix de las anteriores","Uno",25,10,"Jamás","Heterosexual",NA,NA,NA,NA,"10001+","Servicios / Consultoría de Software / Digital",9,9,15,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Guardería, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","No",NA
"171","1/7/2020 11:12:36","Hombre",24,"Argentina","Córdoba",1,1,1,0,"Universitario","En curso","Licenciatura en Ciencias de la Computación","UNC - Universidad Nacional de Córdoba","Sí, de forma particular","Sí","Sí","Data Scientist / Data Engineer","Amazon Web Services, Azure, Docker, IBM Cloud / Watson, Linux","C, HTML, Java, Python, R, SQL","Django, Flask, TensorFlow","Apache Hive, MySQL, Oracle, PostgreSQL, SQLite",NA,"PyCharm, RStudio, Sublime Text","macOS","Android","No",0,"Porcentaje de mi sueldo","Full-Time",70000,58000,2,2,"No","No recibo bono","Uno",20,6,"Jamás","Heterosexual",NA,"No","PyData","Stackoverflow","11-50","Servicios / Consultoría de Software / Digital",10,10,10,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)","No","Fligoo"
"172","1/30/2020 9:44:48","Hombre",37,"Argentina","Ciudad Autónoma de Buenos Aires",12,4,5,2,"Universitario","Completado",NA,NA,"No","No","No","BI Analyst / Data Analyst","Amazon Web Services, Google Cloud Platform/App Engine, Kubernetes",".NET, ABAP, Java, Python, SQL, VBA",".NET Core","Amazon Redshift, Amazon RDS/Aurora","NUnit, PHPUnit",NA,"Windows","Windows","No",0,"Neto","Full-Time",64400,52500,1,1,"No","No recibo bono","Dos",25,12,"Jamás","Heterosexual",NA,"Sí",NA,NA,"501-1000","Otras industrias",5,5,10,"Abono de celular y/o Internet, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados","No",NA
"173","2/2/2020 23:23:23","Mujer",37,"Argentina","Ciudad Autónoma de Buenos Aires",15,7,3,0,"Terciario","Incompleto","Diseño de modas","cetic","Sí, los pagó un empleador","No","Sí","Data Scientist / Data Engineer","as 400 ,selectum,gesto",".NET",NA,NA,NA,NA,"Windows","No tengo celular / no es Smartphone","No",0,"Neto","Full-Time",64000,53000,3,2,"No","No recibo bono","Uno",15,12,"En mi trabajo actual","Heterosexual",NA,"No",NA,NA,"101-200","Otras industrias",6,6,18,"Horarios flexibles","No",NA
"174","1/9/2020 10:56:07","Mujer",32,"Argentina","Ciudad Autónoma de Buenos Aires",7,7,1,0,"Universitario","Incompleto","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst",NA,"ABAP, SQL, VBA","SAP","HANA, MySQL",NA,NA,"Windows","Android","Sí, pasiva",10,"Porcentaje de mi sueldo","Full-Time",62000,51000,2,2,"Menos de un sueldo","Performance individual","Más de tres",46,10,"En mi trabajo actual","Heterosexual",NA,NA,NA,NA,"5001-10000","Servicios / Consultoría de Software / Digital",7,9,55,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Stock options / RSUs, Viajes al exterior, WFH (Trabajar desde casa)","Sí",NA
"175","1/13/2020 8:55:26","Hombre",30,"Argentina","Ciudad Autónoma de Buenos Aires",2,0,0,1,"Posgrado","Completado","Ingeniería Electrónica","Universidad Simon Bolivar","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Azure, Google Cloud Platform/App Engine, Linux, Windows Server","CSS, HTML, Java, Javascript, Matlab, Python, R, Ruby, TypeScript","Angular, Bootstrap, Hadoop, jQuery, Node.js, Rails, React.js, SAP, Spark","Apache Hive, Cassandra, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB, MySQL, PostgreSQL, SQLite","Postman","Notepad++, RStudio, Sublime Text, Visual Studio Code","Windows","iOS","No",0,"Porcentaje de mi sueldo","Full-Time",62000,55330,2,3,"No","No recibo bono","Dos",25,9,"Jamás","Heterosexual",NA,"No","Media Party, Hackaton, TEDxRioDeLaPlata, Summit Forbes Argentina, Conectando Futuros 6","Si","51-100","Servicios / Consultoría de Software / Digital",7,10,10,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Snacks, golosinas, bebidas, Viáticos, WFH (Trabajar desde casa)","No","Accenture, Facebook, Google, MercadoLibre"
"176","2/1/2020 9:53:14","Hombre",30,"Argentina","Ciudad Autónoma de Buenos Aires",1,1,1,0,"Universitario","Completado","Ingeniería Industrial","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer","Amazon Web Services, Azure, Linux","Python, R, SQL, SAS","SAP","MySQL, PostgreSQL, SQLite",NA,"IPython / Jupyter, PyCharm, RStudio","Windows","Android","No",0,"Bruto","Full-Time",60600,50300,2,2,"Menos de un sueldo","Permnencia en la empresa","Tres",45,1,"En un trabajo anterior","Heterosexual",NA,"No","Data Science Meetups, Escuela de Ciencias Informaticas (ECI)","Data Science Meetup","5001-10000","Servicios / Consultoría de Software / Digital",7,10,13,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","No",NA
"177","12/29/2019 10:23:49","Mujer",26,"Argentina","Ciudad Autónoma de Buenos Aires",8,0,0,0,"Posgrado","En curso","RRPP","UFAM","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Google Cloud Platform/App Engine","HTML, Java, Javascript, Python, SQL",NA,NA,NA,"Eclipse, Notepad++","macOS","iOS","No",0,"Porcentaje de mi sueldo","Full-Time",60500,49800,2,2,"Menos de un sueldo","Mix de las anteriores","Dos",15,10,"En un trabajo anterior","Bisexual o queer",NA,NA,"A varios","Media chicas","10001+","Servicios / Consultoría de Software / Digital",7,6,5,"Capacitaciones y/o cursos, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas","No",NA
"178","2/1/2020 20:07:35","Hombre",26,"Argentina","Ciudad Autónoma de Buenos Aires",5,5,5,0,"Universitario","En curso","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","No","No","No","BI Analyst / Data Analyst","Windows Server","Microstrategy",NA,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",60500,50200,3,2,"No","No recibo bono","Tres",35,9,"Jamás","Heterosexual",NA,NA,NA,NA,"101-200","Servicios / Consultoría de Software / Digital",7,9,4,"Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Horarios flexibles, Playroom","No",NA
"179","12/23/2019 1:11:33","Mujer",26,"Argentina","Ciudad Autónoma de Buenos Aires",3,0,0,0,"Universitario","En curso","Licenciatura en Sistemas de Información","UBA - Universidad de Buenos Aires","Sí, los pagó un empleador","No","No","Data Scientist / Data Engineer","Powercenter","SQL",NA,"Teradata",NA,NA,"Windows","Android","No",0,"Bruto","Tercerizado (trabajo a través de consultora o agencia)",60000,54000,3,2,"No","No recibo bono","No",0,0,"En un trabajo anterior","Heterosexual",NA,NA,NA,NA,"51-100","Servicios / Consultoría de Software / Digital",10,10,29,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Snacks, golosinas, bebidas","No",NA
"180","12/15/2019 8:38:42","Mujer",25,"Argentina","Ciudad Autónoma de Buenos Aires",3,3,3,0,"Universitario","Completado","Actuario","UBA - Universidad de Buenos Aires","Sí, los pagó un empleador","Sí","Sí","BI Analyst / Data Analyst","Windows Server","Python, R, SQL","jQuery",NA,NA,NA,"Windows","iOS","No",0,"Bruto","Full-Time",60000,50000,2,2,"De uno a tres sueldos","Mix de las anteriores","Dos",35,9,"Jamás","Heterosexual",NA,"No","SAS","No","201-500","Otras industrias",9,9,3,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Masajes, Vacaciones flexibles (adicionales a las reglamentarias)","Sí",NA
