"","timestamp","me_identifico","edad","estoy_trabajando_en","donde_estas_trabajando","anos_de_experiencia","anos_en_la_empresa_actual","anos_en_el_puesto_actual","gente_a_cargo","nivel_de_estudios_alcanzado","estado","carrera","universidad","realizaste_cursos_de_especializacion","contribuis_a_proyectos_open_source","programas_como_hobbie","trabajo_de","plataformas","lenguajes_de_programacion","frameworksherramientas_y_librerias","bases_de_datos","qa_testing","ides","que_so_usas_en_tu_laptoppc_para_trabajar","y_en_tu_celular","tenes_guardias","cuanto_cobras_por_guardia","porcentajebruto_o_neto","tipo_de_contrato","salario_bruto","salario_neto","que_tan_conforme_estas_con_tu_sueldo","como_crees_que_esta_tu_sueldo_con_respecto_al_ultimo_semestre","recibis_algun_tipo_de_bono","a_que_esta_atado_el_bono","tuviste_ajustes_por_inflacion_en_2019","de_que_fue_el_ajuste_total","en_que_mes_fue_el_ultimo_ajuste","sufriste_o_presenciaste_situaciones_de_violencia_laboral","orientacion_sexual","tenes_algun_tipo_de_discapacidad","sentis_que_esto_te_dificulto_el_conseguir_trabajo","a_que_eventos_de_tecnologia_asististe_en_el_ultimo_ano","sos_miembro_de_alguna_comunidad_it","cantidad_de_empleados","actividad_principal","la_recomendas_como_un_buen_lugar_para_trabajar","como_calificas_las_politicas_de_diversidad_e_inclusion","a_cuantos_kilometros_de_tu_casa_queda_la_oficina","beneficios_extra","habias_respondido_nuestra_encuesta_en_ediciones_anteriores","cuales_consideras_que_son_las_mejores_empresas_de_it_para_trabajar_en_este_momentoen_tu_ciudad"
"62","1/28/2020 12:07:12","Hombre",46,"Argentina","Ciudad Autónoma de Buenos Aires",16,5,5,0,"Terciario","Completado","Bibliotecario Profesional","CENT 13","No","Sí","No","BI Analyst / Data Analyst",NA,"SQL","IBM Cognos Analytics, MS Power BI","MSSQL, Oracle",NA,NA,"Windows","Android","No",0,"Neto","Full-Time",105000,75000,3,2,"Un sueldo","Mix de las anteriores","Dos",40,10,"Jamás","Heterosexual",NA,"No",NA,NA,"10001+","Servicios / Consultoría de Software / Digital",7,10,2,"Estacionamiento gratuito / subvencionado, WFH (Trabajar desde casa)","Sí",NA
"63","1/14/2020 16:29:32","Hombre",28,"Argentina","Ciudad Autónoma de Buenos Aires",7,2,5,0,"Universitario","En curso","Licenciatura en Informática","Universidad Siglo 21","Sí, de forma particular, Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst",NA,"SQL",NA,"MSSQL",NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",103000,80000,3,3,"Un sueldo","Mix de las anteriores","Dos",40,11,"Jamás","Heterosexual",NA,"No",NA,NA,"51-100","Producto basado en Software",8,10,5,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","Sí","Etermax."
"64","1/18/2020 8:02:10","Hombre",29,"Argentina","Corrientes",0,0,0,0,"Universitario","Completado","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","No","No","Sí","BI Analyst / Data Analyst","Windows Server","SQL, Dax",NA,"MSSQL",NA,"Notepad++, Visual Studio Code","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",41000,34500,2,2,"Menos de un sueldo","Performance grupal","Uno",26,12,"Jamás","Heterosexual",NA,"No","Ekoparty","No","1-10","Producto basado en Software",6,10,27,"Estacionamiento gratuito / subvencionado","No","Ni idea."
"65","1/8/2020 10:17:53","Hombre",28,"Argentina","Ciudad Autónoma de Buenos Aires",4,0,3,0,"Universitario","En curso","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, de forma particular, Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","Amazon Web Services","SQL",NA,"Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, Oracle, Teradata",NA,"Notepad++","Windows","Android","No",0,"Porcentaje de mi sueldo","Tercerizado (trabajo a través de consultora o agencia)",1e+05,75000,4,3,"No","No recibo bono","Uno",32,8,"Jamás","Heterosexual",NA,NA,NA,NA,"101-200","Servicios / Consultoría de Software / Digital",8,10,11,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles","Sí",NA
"66","1/20/2020 19:13:31","Mujer",36,"Argentina","Buenos Aires",2,1,2,0,"Posgrado","Completado","Licenciatura en Administración de Empresas","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Google Cloud Platform/App Engine","Python, R","React.js","MSSQL, MySQL",NA,NA,"macOS","iOS","No",0,"Porcentaje de mi sueldo","Tercerizado (trabajo a través de consultora o agencia)",70000,66000,2,3,"No","No recibo bono","Dos",13,6,"En un trabajo anterior","Heterosexual",NA,"No",NA,NA,"51-100","Servicios / Consultoría de Software / Digital",5,4,70,"Horarios flexibles","Sí",NA
"67","12/13/2019 21:59:11","Hombre",32,"Argentina","Ciudad Autónoma de Buenos Aires",6,4,4,0,"Universitario","Completado","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","No","No","No","BI Analyst / Data Analyst","Windows Server","SQL","SAP","MSSQL",NA,"Sublime Text, Visual Studio, Visual Studio Code","Windows","Android","Sí, pasiva",0,"Porcentaje de mi sueldo","Full-Time",1e+05,70000,1,1,"De uno a tres sueldos","Mix de las anteriores","No",0,0,"Jamás","Heterosexual",NA,NA,"Microsoft AI+Tour",NA,"201-500","Otras industrias",4,8,10,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Masajes, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)","Sí",NA
"68","12/14/2019 10:19:22","Hombre",35,"Argentina","Ciudad Autónoma de Buenos Aires",8,5,5,6,"Posgrado","Completado","Licenciatura en Informática","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Amazon Web Services, Docker, Heroku, Kubernetes, Linux, VMWare, Windows Server",".NET, Bash/Shell, Python, SQL, VBA",".NET Core, SAP","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, Google Cloud Storage, HANA, MSSQL, MySQL, PostgreSQL, SQLite",NA,"Visual Studio, Visual Studio Code","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",1e+05,80000,3,2,"No","No recibo bono","Tres",35,11,"Jamás","Heterosexual",NA,NA,"Qonnections usa",NA,"51-100","Servicios / Consultoría de Software / Digital",8,8,5,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)","No",NA
"69","1/28/2020 14:42:38","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",5,2,0,0,"Posgrado","En curso","Ingeniería Electrónica","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Azure, Linux, Windows Server","Bash/Shell, Python, R, SQL","Spark","HANA, Microsoft Azure (Tables, CosmosDB, SQL, etc)","TFS","Notepad++, PyCharm, RStudio, Visual Studio Code","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",1e+05,78000,3,4,"De uno a tres sueldos","Performance individual","Más de tres",48,11,"Jamás","Heterosexual",NA,"No","Microsoft AI LATAM",NA,"5001-10000","Otras industrias",8,7,4,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)","Sí",NA
"70","12/13/2019 18:39:15","Hombre",36,"Argentina","Ciudad Autónoma de Buenos Aires",10,0,0,0,"Universitario","Completado","Licenciatura en Informática",NA,"Sí, de forma particular, Sí, los pagó un empleador","No","Sí","Data Scientist / Data Engineer","Amazon Web Services, Linux, Serverless","Bash/Shell, Python, SQL","Hadoop, Spark","Amazon DynamoDB, Amazon Redshift, MSSQL, MySQL, PostgreSQL",NA,"IPython / Jupyter, Notepad++","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",1e+05,80000,3,3,"De uno a tres sueldos","Mix de las anteriores","No",0,0,"Jamás","Heterosexual",NA,NA,NA,NA,"101-200","Producto basado en Software",8,8,9,"Capacitaciones y/o cursos, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","Sí",NA
"71","1/22/2020 20:39:22","Mujer",29,"Argentina","Santa Fe",4,2,3,1,"Universitario","Completado","Analista Universitario de Sistemas","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","No","BI Analyst / Data Analyst",NA,"SQL","Qlik sense","Amazon RDS/Aurora, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL",NA,NA,"Windows","Android","No",0,"Neto","Full-Time",62000,55000,3,2,"No","No recibo bono","Uno",20,8,"En un trabajo anterior","Heterosexual",NA,"No","Aws, charlas varias","Si","101-200","Otras industrias",8,8,2,"Home office","Sí",NA
"72","1/22/2020 20:49:21","Mujer",26,"Argentina","Santa Fe",3,3,1,2,"Universitario","Incompleto","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","No","No","No","BI Analyst / Data Analyst","Sap",NA,"SAP",NA,NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",80000,70000,2,2,"Menos de un sueldo","Performance individual","Más de tres",75,12,"Jamás","Heterosexual",NA,NA,NA,NA,"11-50","Servicios / Consultoría de Software / Digital",7,5,1,"Abono de celular y/o Internet, Viajes al exterior, Viáticos, WFH (Trabajar desde casa)","No",NA
"73","1/11/2020 10:17:41","Hombre",33,"Argentina","Ciudad Autónoma de Buenos Aires",3,1,1,0,"Posgrado","Completado","Minería de Datos",NA,"No","No","Sí","Data Scientist / Data Engineer",NA,"Python",NA,"Apache Hive, Teradata",NA,"Notepad++, Visual Studio Code","Windows","Android","No",0,"Bruto","Full-Time",1e+05,70000,3,3,"De uno a tres sueldos","Performance individual","Tres",30,10,"Jamás","Heterosexual",NA,"No",NA,NA,"10001+","Otras industrias",9,9,5,"Capacitaciones y/o cursos, Cuota para universidad / posgrados, Horarios flexibles","Sí",NA
"74","1/23/2020 7:28:20","Mujer",37,"Argentina","Córdoba",15,1,1,0,"Universitario","Completado","Analista de Sistemas","IUA - Instituto Universitario Aeronáutico","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Windows Server",NA,NA,"Oracle",NA,NA,"Windows","Android","No",0,"Neto","Full-Time",48200,42150,3,2,"Menos de un sueldo","Performance individual","Dos",45,11,"Jamás","Heterosexual",NA,"No","Semana tic",NA,"2001-5000","Servicios / Consultoría de Software / Digital",8,9,2,"Horarios flexibles, Masajes, Viáticos, WFH (Trabajar desde casa)","No","Globant, Tips, IBM"
"75","1/23/2020 12:35:22","Hombre",24,"Argentina","Santa Fe",2,2,2,0,"Universitario","En curso","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","VMWare, Windows Server, Qlik Sense",NA,"Qlik Sense",NA,NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Part-Time",26250,21000,4,4,"No","No recibo bono","Más de tres",43,11,"Jamás","Bisexual o queer",NA,"No",NA,NA,"11-50","Servicios / Consultoría de Software / Digital",10,1,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Viajes al exterior","Sí",NA
"76","1/23/2020 14:15:05","Mujer",34,"Argentina","Buenos Aires",5,0,0,0,"Universitario","Completado","Analista Programador","UNLP - Universidad Nacional de La Plata","Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","Azure",NA,NA,NA,NA,NA,"Windows","Android","Sí, pasiva",11111111,"Neto","Full-Time",40000,37000,3,3,"Menos de un sueldo","Es semestral, cuando no se cobra el medio aguinaldo.","Más de tres",15,1,"En un trabajo anterior","Bisexual o queer",NA,"No",NA,NA,"10001+","Servicios / Consultoría de Software / Digital",9,10,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Guardería, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Viáticos, WFH (Trabajar desde casa)","No","Globant, Accenture."
"77","1/24/2020 15:06:33","Hombre",30,"Argentina","Ciudad Autónoma de Buenos Aires",9,0,0,0,"Universitario","Completado","Ingeniería en Informática","UADE - Universidad Argentina De la Empresa","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Amazon Web Services, Docker, Linux, Serverless","CSS, Javascript, Python, SQL, TypeScript","Angular, Bootstrap, Node.js","Amazon RDS/Aurora, MariaDB, MongoDB, MySQL",NA,"Sublime Text, Visual Studio Code","GNU/Linux","Android","No",0,"Bruto","Remoto (empresa de otro país)",1e+05,85000,3,3,"No","No recibo bono","No",0,0,"En un trabajo anterior","Heterosexual",NA,"No",NA,NA,"11-50","Otras industrias",8,10,2,"Horarios flexibles, WFH (Trabajar desde casa)","Sí","ML, MULESOFT, IBM"
"78","1/23/2020 20:31:34","Hombre",43,"Argentina","Buenos Aires",23,1,1,5,"Terciario","Completado","Analista Programador","universidad catolica de salta","Sí, de forma particular, Sí, los pagó un empleador","No","Sí","BI Analyst / Data Analyst","Amazon Web Services, Azure, Linux, Windows Server, talend","C#, Python, R","Spark","Apache Hive, HANA, MySQL",NA,"RStudio, Visual Studio Code","Windows","Android","No",0,"Bruto","Full-Time",1e+05,80000,3,2,"Menos de un sueldo","Performance individual","Dos",6,1,"Jamás","Heterosexual",NA,"No","ekoparty, pyconar",NA,"5001-10000","Servicios / Consultoría de Software / Digital",8,10,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)","No",NA
"79","1/25/2020 13:37:31","Hombre",40,"Argentina","Ciudad Autónoma de Buenos Aires",19,2,3,0,"Posgrado","Completado","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","No","Data Scientist / Data Engineer","Amazon Web Services","Python, R","Spark, TensorFlow","HANA, PostgreSQL",NA,"IPython / Jupyter, RStudio","Windows","Windows","No",0,"Porcentaje de mi sueldo","Full-Time",1e+05,80000,3,2,"Un sueldo","Mix de las anteriores","Dos",35,12,"En mi trabajo actual","Heterosexual",NA,"No","google AI","data science arg","2001-5000","Servicios / Consultoría de Software / Digital",4,4,2,"Descuentos varios (Clarín 365, Club La Nación, etc)","No","google FB"
"80","1/28/2020 9:52:43","Hombre",25,"Argentina","Ciudad Autónoma de Buenos Aires",2,2,1,0,"Universitario","En curso","Licenciatura en Ciencias Fisicas","UBA - Universidad de Buenos Aires","Sí, de forma particular","Sí","Sí","Data Scientist / Data Engineer","Amazon Web Services, Docker, Linux","Bash/Shell, CSS, Go, HTML, Javascript, Python, SQL","Bootstrap, Flask, jQuery, Spark","Amazon DynamoDB, Apache Hive, MySQL, PostgreSQL, SQLite",NA,"Atom","macOS","iOS","No",0,"Porcentaje de mi sueldo","Full-Time",1e+05,78000,3,3,"De uno a tres sueldos","Performance individual","Dos",20,9,"En mi trabajo actual","Heterosexual",NA,"No",NA,NA,"51-100","Producto basado en Software",9,10,2,"Clases de idiomas, Horarios flexibles, Stock options / RSUs, WFH (Trabajar desde casa)","No","Jampp"
"81","1/25/2020 1:13:51","Hombre",23,"Argentina","Buenos Aires",1,1,1,0,"Terciario","Completado","Tecnicatura Superior en Programación","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Linux, VMWare, Windows Server",".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript, VBA","Angular, Bootstrap, Node.js, WordPress","Amazon Redshift, HANA, MSSQL, MongoDB, MySQL, PostgreSQL, Teradata",NA,"Android Studio, Eclipse, Sublime Text, Visual Studio, Visual Studio Code","Windows","iOS","No",0,"Porcentaje de mi sueldo","Full-Time",41200,34196,3,3,"No","No recibo bono","Tres",65,1,"Jamás","Heterosexual",NA,NA,NA,NA,"51-100","Servicios / Consultoría de Software / Digital",10,10,-1,"Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas, Viajes al exterior","No",NA
"82","1/31/2020 18:13:54","Hombre",57,"Argentina","Ciudad Autónoma de Buenos Aires",36,17,10,2,"Posgrado","Completado","Licenciatura en Sistemas de Información","UCAECE - Centro de Altos Estudios en Ciencias Exactas","Sí, de forma particular, Sí, los pagó un empleador","No","No","Data Scientist / Data Engineer","Firebase, Google Cloud Platform/App Engine, IBM Cloud / Watson, Mainframe, Windows Server",NA,NA,"IBM Db2, SQLite",NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",1e+05,80000,2,2,"No","No recibo bono","No",0,0,"Jamás","Heterosexual",NA,NA,NA,NA,"5001-10000","Producto basado en Software",5,7,25,"Horarios flexibles","No",NA
"83","2/1/2020 12:37:29","Hombre",28,"Argentina","Ciudad Autónoma de Buenos Aires",4,35,2,0,"Universitario","Completado","Ingeniería en Informática","UBA - Universidad de Buenos Aires","Sí, de forma particular, Sí, los pagó un empleador","No","No","Data Scientist / Data Engineer","Docker, Kubernetes, Linux","Javascript, Python, Scala, SQL, TypeScript","Hadoop, React.js, Spark","PostgreSQL, Redis, Teradata","JUnit, Postman","IntelliJ, IPython / Jupyter, WebStorm","GNU/Linux","Android","No",0,"Neto","Full-Time",1e+05,80000,3,3,"De uno a tres sueldos","Performance de la compañía","Dos",45,12,"Jamás","Heterosexual",NA,"No","Nerdearla","Suelo ir a meetups de data science","101-200","Servicios / Consultoría de Software / Digital",8,9,3,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","Sí","Medallia"
"84","1/28/2020 9:10:39","Hombre",43,"Argentina","Mendoza",20,22,5,0,"Universitario","Incompleto","Ingeniería en Informática","UM - Universidad de Mendoza","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Amazon Web Services, Google Cloud Platform/App Engine, VMWare, Windows Server",".NET",".NET Core","MSSQL, Oracle",NA,NA,"Windows","Android","Sí, activa",1000,"Bruto","Full-Time",64000,55000,2,1,"Un sueldo","Performance de la compañía","Uno",15,11,"Jamás","Heterosexual",NA,"No",NA,NA,"10001+","Otras industrias",6,7,10,"Comidas pagas / subvencionadas, Horarios flexibles, WFH (Trabajar desde casa)","Sí",NA
"85","2/1/2020 18:17:51","Hombre",31,"Argentina","Ciudad Autónoma de Buenos Aires",10,2,2,4,"Posgrado","Completado","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","No","Data Scientist / Data Engineer","Google Cloud Platform/App Engine","C, Python","TensorFlow","Google Cloud Storage",NA,"IPython / Jupyter","Windows","Android","No",0,"Neto","Full-Time",1e+05,80000,3,3,"No","No recibo bono","Dos",30,10,"Jamás","Homosexual",NA,"No","Ninguno","No","51-100","Producto basado en Software",7,5,6,"Ninguna de las anteriores","No",NA
"86","12/27/2019 22:25:55","Hombre",35,"Argentina","Ciudad Autónoma de Buenos Aires",10,0,0,0,"Posgrado","En curso","Ingeniería en Sistemas de Información","Universidad de la Marina mercante","Sí, de forma particular, Sí, los pagó un empleador","Sí","Sí","Data Scientist / Data Engineer","Azure, Docker, Linux, Windows Server","Bash/Shell, CSS, HTML, Java, Javascript, Python, R, SQL","Flask, Shiny, plumbr, tidyverse","Apache Hive, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, Oracle, SQLite, Teradata",NA,"IPython / Jupyter, Notepad++, RStudio, Vi, Dbeaver","Windows","Android","No",0,"Porcentaje de mi sueldo","Tercerizado (trabajo a través de consultora o agencia)",1e+05,75000,2,2,"No","No recibo bono","Uno",258,8,"Jamás","Heterosexual",NA,"No","LatinR","Renbaires","10001+","Otras industrias",7,10,50,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","Sí",NA
"87","2/2/2020 19:31:37","Hombre",25,"Argentina","Ciudad Autónoma de Buenos Aires",6,4,2,0,"Universitario","Completado","Licenciatura en Sistemas de Información",NA,"Sí, los pagó un empleador","No","No","Data Scientist / Data Engineer","Azure","Python, Scala, SQL","Hadoop","Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL","TFS","Visual Studio Code","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",98000,70200,2,1,"De uno a tres sueldos","Performance de la compañía","Uno",20,4,"Jamás","Heterosexual",NA,"No","0","No","10001+","Otras industrias",5,8,15,"Horarios flexibles","No","JP Morgan, EY, Jampp, MELI"
"88","2/1/2020 16:20:27","Mujer",30,"Argentina","Ciudad Autónoma de Buenos Aires",10,2,2,6,"Posgrado","Completado","Licenciatura en Administración de Empresas","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Azure","Java, SQL","WordPress","MariaDB, MySQL",NA,"Eclipse","Windows","Android","No",0,"Neto","Full-Time",96385,80000,3,3,"No","No recibo bono","Dos",50,12,"En un trabajo anterior","Homosexual",NA,"No",NA,"ADA","11-50","Servicios / Consultoría de Software / Digital",7,1,10,"Abono de celular y/o Internet, Horarios flexibles, Snacks, golosinas, bebidas","No",NA
"89","12/22/2019 2:17:00","Hombre",26,"Argentina","Ciudad Autónoma de Buenos Aires",5,0,0,0,"Universitario","En curso","Ingeniería en Sistemas de Información",NA,"No","No","No","BI Analyst / Data Analyst",NA,"SQL","Tableau","Teradata",NA,NA,"macOS","Android","Sí, pasiva",0,"Bruto","Full-Time",96000,78000,3,2,"De uno a tres sueldos","Performance individual","Uno",12,10,"En un trabajo anterior","Heterosexual",NA,NA,NA,NA,"5001-10000","Producto basado en Software",7,5,10,"Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Masajes, Vacaciones flexibles (adicionales a las reglamentarias)","No","Mercado Libre, Despegar, Auth0"
"90","12/9/2019 17:11:20","Mujer",33,"Argentina","Ciudad Autónoma de Buenos Aires",10,1,1,0,"Universitario","Completado","Sociologia","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Firebase, Adobe Analytics, Google Analytics",NA,NA,NA,NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",95000,78000,3,2,"Un sueldo","Mix de las anteriores","Tres",30,12,"Jamás","Heterosexual",NA,NA,NA,NA,"501-1000","Otras industrias",5,7,10,"Abono de celular y/o Internet, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles","Sí",NA
"91","1/1/2020 14:38:53","Hombre",30,"Argentina","Ciudad Autónoma de Buenos Aires",5,1,1,0,"Universitario","Incompleto","Ingeniería en Sistemas de Información","UADE - Universidad Argentina De la Empresa","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Linux","SQL",NA,"Teradata",NA,NA,"Windows","Android","No",0,"Bruto","Full-Time",95000,73000,2,3,"No","No recibo bono","Dos",55,10,"Jamás","Heterosexual",NA,"No",NA,NA,"101-200","Servicios / Consultoría de Software / Digital",8,8,5,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles","Sí",NA
"92","1/30/2020 7:25:20","Hombre",37,"Argentina","Ciudad Autónoma de Buenos Aires",14,0,12,0,"Terciario","Incompleto","Tecnicatura en Programación","Riglos","Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","IBM Cloud / Watson, Windows Server, Cognos / tableau","SQL",NA,"IBM Db2, MSSQL, MySQL, Teradata",NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",95000,72500,3,3,"No","No recibo bono","Uno",4,10,"Jamás","Heterosexual",NA,"No",NA,NA,"201-500","Servicios / Consultoría de Software / Digital",7,7,40,"Descuentos varios (Clarín 365, Club La Nación, etc)","No",NA
"93","1/2/2020 14:44:35","Hombre",35,"Argentina","Ciudad Autónoma de Buenos Aires",7,3,3,0,"Universitario","Completado","Licenciatura en Administración de Empresas","UBA - Universidad de Buenos Aires","Sí, de forma particular, Sí, los pagó un empleador","No","Sí","Data Scientist / Data Engineer","Amazon Web Services","Python, R, SQL, Qlik","TensorFlow, Torch","MSSQL, MySQL",NA,"IPython / Jupyter, Notepad++, Visual Studio, Visual Studio Code","Windows","Android","No",0,"Bruto","Full-Time",95000,73000,3,3,"No","No recibo bono","Más de tres",54,11,"Jamás","Heterosexual",NA,"No","Pyconar",NA,"51-100","Servicios / Consultoría de Software / Digital",8,8,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc)","No",NA
"94","12/26/2019 12:39:42","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",5,1,1,0,"Universitario","Incompleto","Ingeniería en Informática","UBA - Universidad de Buenos Aires","No","No","Sí","BI Analyst / Data Analyst","Amazon Web Services, Docker, Linux, Serverless","Javascript","Node.js","ElasticSearch",NA,"WebStorm","macOS","Android","Sí, pasiva",0,"Neto","Full-Time",94000,78000,3,3,"De uno a tres sueldos","Mix de las anteriores","Tres",30,11,"Jamás","Heterosexual",NA,"No",NA,NA,"5001-10000","Producto basado en Software",9,8,7,"Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","Sí",NA
"95","1/12/2020 16:38:47","Hombre",30,"Argentina","Ciudad Autónoma de Buenos Aires",5,1,1,0,"Universitario","Incompleto","Ingeniería en Sistemas de Información","UADE - Universidad Argentina De la Empresa","Sí, de forma particular","No","No","BI Analyst / Data Analyst",NA,"Bash/Shell, SQL",NA,"Oracle, Teradata",NA,NA,"Windows","Android","No",0,"Bruto","Full-Time",94000,72000,2,2,"No","No recibo bono","Dos",55,10,"Jamás","Heterosexual",NA,NA,NA,NA,"101-200","Servicios / Consultoría de Software / Digital",8,8,5,"Capacitaciones y/o cursos, Gimnasios gratuitos / subvencionados, Horarios flexibles, Playroom","Sí",NA
"96","1/30/2020 11:54:30","Hombre",30,"Argentina","Santa Fe",4,4,4,0,"Universitario","En curso","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst",NA,"SQL",NA,NA,NA,"Notepad++","Windows","Android","No",0,"Neto","Full-Time",35000,30000,3,2,"Un sueldo","Mix de las anteriores","Uno",30,1,"Jamás","Heterosexual",NA,NA,NA,NA,"11-50","Servicios / Consultoría de Software / Digital",9,9,-1,"Capacitaciones y/o cursos, Horarios flexibles","No",NA
